SWC,DAY,DOY,TA,SW,TS,LE,GPP,RECO,P0
7.2,801,71,-9.003,321.582,-1.444,9.90709,0.697917,0.300547,0
8.5,802,72,-7.734,324.379,-2.001,13.6857,0.719444,0.238772,0
9.5,803,73,-7.028,327.171,-2.663,11.2128,0.491703,0.164677,0
13.4,804,74,-5.48,329.958,-2.307,8.02675,0.477271,0.133432,0
12.6,809,79,-2.926,343.776,-0.452,26.7969,0.530657,0.951239,0
17,814,84,-6.978,357.322,-0.303,30.5243,0.469301,0.87307,0
14.9,815,85,-6.797,359.989,-0.072,32.7447,0.399162,0.772777,0
20.4,820,90,-5.716,373.077,0.484,35.9418,0.500353,0.749853,0
19.6,824,94,-7.209,383.211,1.033,52.7942,0.87937,1.55342,0
21.4,825,95,-6.942,385.693,1.243,45.2287,0.678706,1.46269,0
26.4,826,96,-2.749,388.152,1.422,54.1273,0.673168,1.56492,0
31.3,827,97,-2.014,390.588,2.274,45.6037,0.530631,1.48841,0
34.3,828,98,-1.021,393.003,2.103,38.784,0.486339,1.28596,0
36.4,829,99,-2.495,395.393,0.515,25.7478,0.431778,0.92768,0
33.6,833,103,-11.156,404.709,0.076,42.0182,0.640295,1.41675,0
33.9,834,104,-8.428,406.975,-0.076,46.9345,0.795177,1.71177,0
34.2,836,106,-6.075,411.427,1.3,51.062,0.846122,1.21407,0
39.2,839,109,-2.98,417.9,1.146,51.5989,1.01593,1.20585,0
38.4,840,110,-4.015,420.002,0.48,72.1315,1.09586,1.22738,0
38.1,841,111,-2.305,422.076,1.838,64.1216,0.933538,1.65023,0
38.3,842,112,-0.279,424.121,3.206,71.1523,0.760281,1.97488,0
38,843,113,-0.743,426.137,2.01,47.7056,0.92289,2.07134,0
37.6,844,114,-2.821,428.123,2.295,57.2203,0.989636,1.84549,0
37.2,845,115,-3.95,430.079,2.466,49.5943,1.0539,1.62634,0
36.5,846,116,-3.184,432.006,2.451,60.6605,0.981187,1.62594,0
36.2,847,117,-0.562,433.902,3.319,60.3961,1.00492,1.78328,0
35.7,848,118,-0.977,435.767,3.781,58.7535,0.864992,1.84085,0
35.3,849,119,0.863,437.602,3.941,40.9209,0.83811,2.01628,0
34.8,850,120,0.694,439.405,3.99,41.3502,0.950889,2.22917,0
34.4,851,121,1.414,441.178,4.34,31.6914,1.23085,2.33058,0
32,857,127,-2.425,451.144,2.746,92.1062,1.66452,1.95498,0
31.3,858,128,0.287,452.692,3.77,99.9756,1.88145,1.94968,0
30.7,859,129,-1.731,454.207,4.342,71.7768,1.73235,1.92906,0
29.9,861,131,-1.827,457.139,4.428,55.121,1.64548,1.96175,0
29,863,133,0.193,459.937,5.297,47.1273,1.704,1.95534,0
28.5,864,134,0.996,461.286,5.188,49.2871,1.29981,1.97115,0
30.1,880,150,0.406,478.232,6.335,66.4071,2.42309,2.21396,0
29.3,882,152,4.505,479.728,8.897,109.79,3.37858,2.89574,0
28.7,883,153,1.292,480.424,8.564,91.2754,3.71287,2.7209,0
28.2,884,154,2.477,481.084,9.237,66.6953,3.81411,3.01325,0
27.5,887,157,3.001,482.856,8.861,104.137,3.94696,4.48327,0
27.2,888,158,-0.524,483.377,7.972,73.9346,3.77678,3.91287,0
26.7,889,159,1.968,483.862,8.085,101.719,4.14741,3.36185,0
27.3,894,164,1.962,485.762,8.886,79.5154,5.63382,3.47788,0
27.5,901,171,3.866,486.947,9.666,77.9154,7.20385,4.64966,0
30.8,908,178,2.221,486.419,9.887,121.77,7.63632,3.75216,0
29.8,911,181,4.216,485.67,11.069,125.242,7.69811,5.09271,0
31,923,193,2.143,479.583,12.089,124.209,8.86112,5.44391,0
29.9,924,194,3.928,478.855,12.918,138.402,8.37643,5.51818,0
28.8,925,195,6,478.094,13.156,122.801,8.09737,5.02972,0
26.8,927,197,3.66,476.471,13.298,128.009,8.50296,4.44527,0
24.9,929,199,8.252,474.714,15.471,134.714,8.5866,6.76446,0
24.3,937,207,8.765,466.378,14.909,165.687,9.34006,9.81696,0
29.8,945,215,7.089,455.994,13.566,139.304,9.42873,6.93486,0
28.9,946,216,4.341,454.555,12.778,146.985,10.008,5.98279,0
30.7,949,219,7.382,450.059,12.473,90.5632,8.97888,11.2785,0
29.9,950,220,8.88,448.499,14.723,125.992,10.0279,12.9713,0
28.2,955,225,7.872,440.258,15.481,134.537,8.91513,9.99854,0
27.9,956,226,8.693,438.523,15.903,138.086,8.16414,9.85358,0
31.2,961,231,6.16,429.422,13.136,61.2563,7.07243,5.53829,0
30.1,963,233,4.387,425.587,11.344,105.498,8.7177,3.02845,0
29.3,968,238,2.605,415.541,11.585,90.7584,7.19803,5.87653,0
27.1,972,242,4.287,407.045,12.163,107.7,7.47513,5.32694,0
27.7,981,251,-0.476,386.57,7.556,89.2329,5.02851,5.22414,0
27.2,982,252,-0.922,384.188,8.486,97.8024,4.67974,5.13891,0
26.6,983,253,1.908,381.787,10.064,87.5628,4.32064,3.80875,0
25.9,984,254,4.083,379.365,11.032,87.5689,4.73336,3.04207,0
30.8,987,257,4.25,371.991,9.947,66.4941,4.81771,7.49612,0
30,988,258,5.341,369.498,10.27,38.1879,3.59128,9.31201,0
30.3,991,261,2.842,361.919,9.982,76.4857,3.66707,4.96545,0
29.6,992,262,1.884,359.362,8.914,55.8274,3.64231,3.36558,0
30.4,995,265,1.212,351.608,8.656,67.8517,3.64363,2.86655,0
30.3,1010,280,-1.866,311.533,5.013,44.2492,1.46783,2.11994,0
29.9,1011,281,-5.082,308.823,4.337,29.067,1.46505,1.78355,0
28.5,1015,285,-1.344,297.992,4.244,33.221,1.27181,1.59713,0
28.2,1018,288,-4.716,289.905,4.197,20.4479,1.07056,1.4863,0
28,1019,289,-6.257,287.221,3.322,20.9916,1.0271,1.70899,0
27.8,1020,290,-5.554,284.544,3.044,28.5432,1.06282,2.02592,0
27.6,1021,291,-2.973,281.876,3.781,20.5427,1.09129,2.35191,0
27.5,1022,292,-0.438,279.218,4.763,16.5469,0.857156,2.34999,0
28.7,1026,296,-5.609,268.705,1.704,38.4648,0.819635,1.25965,0
28.6,1027,297,-7.582,266.111,0.721,27.5955,0.73465,1.26762,0
28.3,1028,298,-9.481,263.532,0.411,21.8879,0.879735,1.20025,0
28.1,1029,299,-7.877,260.972,0.351,17.4542,0.829407,1.17371,0
27.7,1033,303,-10.505,250.922,0.206,27.7553,0.746412,0.971883,0
27.5,1034,304,-9.457,248.462,-0.108,17.0251,0.694924,1.06553,0
27.3,1035,305,-6.387,246.027,-0.165,13.672,0.668535,1.20168,0
27.1,1036,306,-8.722,243.616,-0.142,19.7233,0.762025,1.20279,0
27,1037,307,-8.97,241.23,-0.189,16.1559,0.7383,1.20796,0
26.9,1038,308,-6.691,238.872,-0.214,17.6803,0.76611,1.23811,0
26.7,1039,309,-7.53,236.542,-0.27,15.6915,0.638973,1.07213,0
26.5,1040,310,-8.179,234.241,-0.342,21.0622,0.650623,0.943137,0
26.2,1041,311,-6.973,231.969,-0.608,17.6804,0.499099,0.945875,0
25.7,1042,312,-9.276,229.729,-0.897,14.8336,0.687959,0.870136,0
25.2,1043,313,-8.957,227.521,-0.833,15.0888,0.601097,0.806919,0
24.9,1044,314,-9.994,225.346,-0.904,12.0736,0.601173,0.700844,0
24.5,1045,315,-10.626,223.205,-0.905,11.3772,0.566268,0.607745,0
24.3,1046,316,-8.188,221.1,-0.969,11.7648,0.550895,0.646001,0
24.1,1047,317,-8.12,219.03,-0.788,10.2896,0.503783,0.655861,0
24.3,1052,322,-10.085,209.261,-0.889,9.74885,0.10733,0.537263,0
23.4,1054,324,-16.379,205.641,-1.503,14.0781,0.410264,0.433306,0
22.5,1055,325,-14.947,203.896,-1.955,11.021,0.414333,0.464899,0
21.6,1056,326,-14.085,202.196,-2.167,11.0993,0.391526,0.46863,0
20.9,1057,327,-16.215,200.54,-2.163,16.8163,0.297328,0.392421,0
19.9,1058,328,-21.115,198.931,-3.873,11.4491,0.358299,0.33426,0
17.9,1059,329,-19.029,197.37,-4.05,11.3258,0.439076,0.392386,0
13.8,1060,330,-14.892,195.855,-4.031,12.7467,0.446704,0.485999,0
11.6,1061,331,-13.685,194.389,-3.693,9.41958,0.42116,0.498618,0
10.9,1062,332,-13.893,192.973,-3.293,10.4341,0.392398,0.49825,0
10.2,1063,333,-17.773,191.607,-4.132,10.5818,0.435401,0.406536,0
9.5,1064,334,-19.731,190.291,-4.841,10.3966,0.498485,0.376625,0
9,1065,335,-18.488,189.026,-5.114,8.85553,0.467509,0.395406,0
8.7,1066,336,-17.972,187.813,-5.104,9.61353,0.46002,0.393685,0
8.6,1067,337,-14.356,186.652,-5.14,13.8302,0.552143,0.495438,0
8.4,1068,338,-15.165,185.546,-5.507,15.8659,0.258225,0.411641,0
8.2,1069,339,-17.491,184.491,-6.023,8.63874,0.336701,0.398345,0
8.1,1070,340,-17.125,183.492,-5.881,7.57831,0.465819,0.414807,0
8,1071,341,-14.976,182.547,-5.379,8.45862,0.437313,0.453453,0
8,1072,342,-15.599,181.658,-5.327,8.16208,0.36103,0.461125,0
7.9,1073,343,-17.598,180.823,-5.56,7.06748,0.483205,0.428907,0
7.9,1074,344,-16.164,180.045,-5.527,6.82863,0.477254,0.449752,0
7.9,1075,345,-15.677,179.323,-4.994,5.43131,0.196017,0.400216,0
7.8,1077,347,-11.88,178.049,-5.343,13.7859,0.287794,0.509546,0
7.7,1078,348,-16.303,177.498,-6.265,10.3784,0.241821,0.417823,0
7.4,1079,349,-19.934,177.005,-7.586,6.88417,0.345939,0.321811,0
7.3,1080,350,-19.049,176.57,-7.367,6.20145,0.417869,0.394558,0
7.3,1081,351,-19.374,176.193,-7.144,6.68625,0.421197,0.384208,0
7.2,1082,352,-20.186,175.874,-7.212,4.83993,0.454732,0.361927,0
7.2,1083,353,-18.223,175.614,-7.179,6.00306,0.437726,0.407641,0
7.1,1084,354,-18.916,175.413,-7.431,5.78002,0.399977,0.373297,0
7.1,1085,355,-19.675,175.27,-7.991,7.49691,0.350324,0.315566,0
6.9,1086,356,-20.284,175.187,-8.504,5.47904,0.400255,0.348594,0
6.8,1087,357,-21.675,175.162,-8.765,4.49702,0.456946,0.342559,0
6.8,1088,358,-18.948,175.197,-7.941,4.39786,0.434759,0.40281,0
6.8,1089,359,-16.097,175.291,-7.553,4.35116,0.279316,0.437592,0
6.9,1090,360,-16.922,175.444,-7.043,5.4677,0.396802,0.428102,0
6.9,1091,361,-18.026,175.656,-7.771,6.03108,0.396504,0.411629,0
6.8,1092,362,-17.915,175.928,-7.851,4.46038,0.42111,0.428411,0
6.8,1093,363,-15.944,176.258,-7.542,4.70782,0.433011,0.480306,0
6.8,1094,364,-15.717,176.647,-7.255,4.30294,0.422527,0.459906,0
6.9,1095,365,-11.123,177.094,-5.932,4.38445,0.41312,0.549592,0
6.9,1096,366,-15.293,177.601,-6.306,4.26038,0.384269,0.464752,0
