,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N,DAY,DOY,SM1,SM2,SM3,SM4,SM5,SM6,SM7,P1,P2,P3,P4,P5,P6,P7
0,-14.155,1.0,-18.43,2.7310000000000003,1.0,-8.171,3.59,1.0,-14.806,-17.493,2.847,-11.045,3.88,-14.155,1.0,-18.43,2.7310000000000003,1.0,-8.171,3.59,1.0,178.166,87.486,1.0,104.28200000000001,87.486,1.0,152.692,1.0,174.61900000000003,152.692,1.0,153.311,1.0,174.197,153.311,1.0,1.608,1.0,1.031,1.608,1.0,67.46600000000001,67.46600000000001,0.0,0.0,0.0,1.0,1.8530000000000002,1.65,1.0,-9999.0,0.0,-23.930999999999997,1.0,-9999,-9999,-9.097000000000001,1.0,6.5,1.0,-9999,1.0,4.11875,0.916667,-9999,-9999,-9999,0.293179,-9999,19.5208,0.916667,-9999,-9999,-9999,3.2901800000000003,-9999,-9999,-9999,28,20,0,0,0.07297089999999999,0.060099900000000005,0.666667,0.666667,-9999.0,-9999.0,-9999.0,-9999.0,0.07297089999999999,0.060099900000000005,0.666667,0.666667,-9999.0,-9999.0,-9999.0,-9999.0,0.0684698,0.0679197,0.666667,0.666667,0.00113253,0.00119814,0.060099900000000005,0.060099900000000005,0.060099900000000005,0.0664612,0.074503,0.074503,0.0811397,0.060099900000000005,0.060099900000000005,0.060099900000000005,0.0664612,0.07297089999999999,0.074503,0.0811397,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.243319,0.225478,0.0738821,0.0651919,1.0,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.17188299999999998,-0.176673,0.318465,0.311553,0.2,0.2,-9999.0,-9999.0,-9999.0,-9999.0,0.243319,0.225478,0.0738821,0.0651919,1.0,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.17188299999999998,-0.176673,0.318465,0.311553,0.2,0.2,-9999.0,-9999.0,-9999.0,-9999.0,0.225478,0.225478,0.225478,0.234695,0.24568,0.24568,0.252598,0.225478,0.225478,0.225478,0.234695,0.243319,0.24568,0.252598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.176673,-0.176673,-0.176673,-0.17486500000000002,-0.171645,-0.171645,-0.171258,-0.176673,-0.176673,-0.176673,-0.17486500000000002,-0.17188299999999998,-0.171645,-0.165981,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.369159,0.372286,0.383392,0.00352563,0.36677,0.36799899999999997,0.369159,0.371075,0.392025,0.400864,0.42532200000000003,0.389972,0.39668000000000003,0.383245,0.00334352,0.36677,0.367454,0.36894899999999997,0.372604,0.39010700000000004,0.39628800000000003,0.444317,0.30905900000000003,0.312187,0.315472,0.00275116,0.30153800000000003,0.303417,0.306315,0.30988899999999997,0.31710900000000003,0.324899,0.35395,0.31700100000000003,0.323709,0.314775,0.00265938,0.301206,0.30359200000000003,0.30667,0.30997199999999997,0.315604,0.323317,0.366288,0.14293599999999998,0.14293599999999998,0.0966154,0.00865131,0.0260606,0.0269053,0.0390767,0.14293599999999998,0.14293699999999998,0.14293699999999998,0.14293699999999998,0.0390767,0.0390767,0.08589939999999999,0.00871624,0.0260606,0.0267389,0.0390568,0.0390793,0.14293699999999998,0.14293699999999998,0.14293699999999998,0.20851599999999998,0.20851599999999998,0.24492600000000003,0.0074607,0.20851599999999998,0.20851599999999998,0.20851599999999998,0.208517,0.259975,0.31906799999999996,0.319132,0.319132,0.319132,0.254385,0.00778502,0.20851599999999998,0.20851599999999998,0.208517,0.255852,0.319067,0.31906799999999996,0.319132,-9999,-9999,1,1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,-14.565999999999999,1.0,-19.676,3.133,1.0,-7.412000000000001,3.5260000000000002,1.0,-14.345999999999998,-17.011,1.371,-10.615,2.95,-14.565999999999999,1.0,-19.676,3.133,1.0,-7.412000000000001,3.5260000000000002,1.0,178.78799999999998,133.533,1.0,121.368,133.533,1.0,123.794,1.0,155.161,123.794,1.0,131.654,1.0,155.327,131.654,1.0,1.841,1.0,1.33,1.841,1.0,67.788,67.788,0.0,0.0,0.0,1.0,2.965,2.812,1.0,0.347388957447,0.979166666667,-11.9273125,1.0,-9999,-9999,-9.707,1.0,6.4,1.0,-9999,1.0,5.55856,1.0,-9999,-9999,-9999,0.39881700000000003,-9999,24.9379,1.0,-9999,-9999,-9999,4.0355099999999995,-9999,-9999,-9999,28,20,11,10,-0.0188392,-0.0356293,0.645833,0.645833,0.056886,0.056886,0.0606753,0.0613686,-0.0188392,-0.0356293,0.645833,0.645833,0.056886,0.056886,0.0606753,0.0613686,-0.0204501,-0.0221867,0.645833,0.645833,0.00294575,0.00300306,-0.037406,-0.0356293,-0.0356293,-0.0330414,-0.015694200000000002,0.00658297,0.0165238,-0.037406,-0.0356293,-0.0356293,-0.0330414,-0.0185857,0.0104177,0.0172248,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.25600300000000004,0.228266,0.11514100000000001,0.0911791,1.0,1.0,0.07470779999999999,0.07470779999999999,0.0760227,0.0760227,-0.401975,-0.401975,0.443221,0.443221,0.15,0.15,0.0806152,0.0806152,0.09026160000000001,0.09026160000000001,0.25600300000000004,0.228266,0.11514100000000001,0.0911791,1.0,1.0,0.07470779999999999,0.07470779999999999,0.0760227,0.0760227,-0.401975,-0.401975,0.443221,0.443221,0.15,0.15,0.0806152,0.0806152,0.09026160000000001,0.09026160000000001,0.22409099999999998,0.228266,0.228266,0.231302,0.25600300000000004,0.256422,0.261198,0.22409099999999998,0.228266,0.228266,0.231302,0.25600300000000004,0.256422,0.261198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.401975,-0.401975,-0.401975,-0.401975,-0.400239,-0.320775,-0.311906,-0.401975,-0.401975,-0.401975,-0.401975,-0.400239,-0.320775,-0.298329,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.360534,0.363669,0.374894,0.00362664,0.35815,0.359352,0.360534,0.362453,0.382775,0.392301,0.42043100000000005,0.380892,0.387653,0.374677,0.00342767,0.35815,0.35883200000000004,0.360299,0.363958,0.381204,0.387256,0.43823599999999996,0.396163,0.39929899999999996,0.397081,0.00285037,0.356443,0.392394,0.393779,0.395995,0.399839,0.406577,0.421224,0.399731,0.406492,0.395127,0.00358491,0.356443,0.364277,0.392394,0.395439,0.399789,0.401364,0.45393100000000003,0.13958900000000002,0.13958900000000002,0.0974683,0.00788241,0.0310777,0.032085,0.0465996,0.13958900000000002,0.13959000000000002,0.13959000000000002,0.13959000000000002,0.0465996,0.0465996,0.0877758,0.00793687,0.0310777,0.031886700000000004,0.0465758,0.0466029,0.13959000000000002,0.13959000000000002,0.13959000000000002,0.263341,0.263341,0.298148,0.00710039,0.263341,0.263341,0.263341,0.263342,0.313272,0.36843000000000004,0.36845100000000003,0.36845100000000003,0.36845100000000003,0.307174,0.00740217,0.263341,0.263341,0.263342,0.309386,0.368429,0.36843000000000004,0.36845100000000003,-9999,-9999,2,2,6.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2,-14.536,1.0,-20.211,2.8819999999999997,1.0,-6.5920000000000005,4.217,1.0,-13.383,-16.174,3.215,-9.474,3.6510000000000002,-14.536,1.0,-20.211,2.8819999999999997,1.0,-6.5920000000000005,4.217,1.0,179.46900000000002,136.55200000000002,1.0,121.802,136.55200000000002,1.0,129.91,1.0,155.12,129.91,1.0,134.269,1.0,155.28799999999998,134.269,1.0,1.861,1.0,1.5119999999999998,1.861,1.0,67.85300000000001,67.85300000000001,0.0,0.0,0.0,1.0,2.301,2.115,1.0,0.253358145833,1.0,-5.622083333330001,1.0,-9999,-9999,-9.63,1.0,6.4,1.0,-9999,1.0,4.7813099999999995,1.0,-9999,-9999,-9999,0.40723400000000004,-9999,30.5619,1.0,-9999,-9999,-9999,4.19612,-9999,-9999,-9999,28,20,28,20,0.011418600000000001,-0.000208252,0.645833,0.645833,0.0388777,0.0388777,0.0400631,0.0400631,0.011418600000000001,-0.000208252,0.645833,0.645833,0.0388777,0.0388777,0.0400631,0.0400631,0.00655776,0.00559979,0.645833,0.645833,0.00188512,0.00184108,-0.00749321,-0.00316561,-0.000421783,-0.000208252,0.011418600000000001,0.0161815,0.029351299999999997,-0.00749321,-0.00316561,-0.00316561,-0.000208252,0.011418600000000001,0.0161815,0.029351299999999997,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.293186,0.275459,0.134107,0.11015,1.0,1.0,0.048927899999999996,0.048927899999999996,0.0510946,0.0510946,-0.384052,-0.386125,0.503959,0.5005390000000001,0.15,0.15,0.0582452,0.0582452,0.0674595,0.0674595,0.293186,0.275459,0.134107,0.11015,1.0,1.0,0.048927899999999996,0.048927899999999996,0.0510946,0.0510946,-0.384052,-0.386125,0.503959,0.5005390000000001,0.15,0.15,0.0582452,0.0582452,0.0674595,0.0674595,0.231679,0.263743,0.270892,0.275459,0.287429,0.293186,0.301054,0.231679,0.263743,0.270892,0.275459,0.287429,0.293186,0.301054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.38900999999999997,-0.38656999999999997,-0.38656999999999997,-0.386125,-0.384052,-0.318504,-0.313081,-0.38900999999999997,-0.38656999999999997,-0.38656999999999997,-0.386125,-0.384052,-0.318504,-0.301028,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.361598,0.364958,0.377712,0.00402683,0.359054,0.361027,0.36186199999999996,0.364259,0.38529,0.398082,0.43120699999999995,0.382563,0.389838,0.377517,0.00376638,0.359054,0.360286,0.361598,0.365938,0.383631,0.389409,0.44783199999999995,0.361806,0.365166,0.372112,0.00350776,0.340746,0.359263,0.361806,0.36550900000000003,0.37343200000000004,0.390571,0.401855,0.37114400000000003,0.378419,0.37096,0.0034764,0.340746,0.35888600000000004,0.360381,0.365546,0.373675,0.380091,0.43165,0.139292,0.139292,0.102828,0.006866199999999999,0.0410691,0.042400099999999996,0.061580899999999994,0.139292,0.139293,0.139293,0.139293,0.061580899999999994,0.061580899999999994,0.0945372,0.00690734,0.0410691,0.042138,0.061549400000000004,0.06158530000000001,0.139293,0.139293,0.139293,0.266753,0.266753,0.301406,0.00706707,0.266752,0.266753,0.266753,0.266754,0.316512,0.37134,0.37135799999999997,0.37135799999999997,0.37135799999999997,0.310392,0.00736698,0.266752,0.266753,0.266753,0.31264699999999995,0.371339,0.37134,0.37135799999999997,-9999,-9999,3,3,6.4,6.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
3,-14.665,1.0,-19.988,3.478,1.0,-7.212999999999999,4.099,1.0,-13.948,-16.247,2.8110000000000004,-10.729000000000001,3.5669999999999997,-14.665,1.0,-19.988,3.478,1.0,-7.212999999999999,4.099,1.0,180.208,126.994,1.0,120.315,126.994,1.0,151.283,1.0,164.895,151.283,1.0,138.832,1.0,164.767,138.832,1.0,1.683,1.0,1.206,1.683,1.0,67.923,67.923,0.0,0.0,0.0,1.0,1.122,1.546,1.0,0.152044104167,1.0,6.97825,1.0,-9999,-9999,-9.226,1.0,6.4,1.0,-9999,1.0,4.89112,1.0,-9999,-9999,-9999,0.41041300000000003,-9999,43.1271,1.0,-9999,-9999,-9999,4.0820300000000005,-9999,-9999,-9999,28,20,28,20,0.018209700000000002,0.0024883,0.645833,0.645833,0.0420896,0.0420896,0.044351,0.0445611,0.018209700000000002,0.0024883,0.645833,0.645833,0.0420896,0.0420896,0.044351,0.0445611,0.0108406,0.0102213,0.645833,0.645833,0.0020486999999999997,0.00211835,-0.00258382,-0.00021506799999999998,0.0024883,0.0024883,0.018209700000000002,0.027747300000000003,0.0339551,-0.00258382,-0.00021506799999999998,-0.00021506799999999998,0.0024883,0.018209700000000002,0.029053,0.0339551,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.645833,0.27005300000000004,0.24726399999999998,0.15299000000000001,0.136848,1.0,1.0,0.05322090000000001,0.05322090000000001,0.055724800000000005,0.055364199999999995,-0.335959,-0.340414,0.418414,0.41003900000000004,0.15,0.15,0.0626419,0.0626419,0.0732379,0.0732379,0.27005300000000004,0.24726399999999998,0.15299000000000001,0.136848,1.0,1.0,0.05322090000000001,0.05322090000000001,0.055724800000000005,0.055364199999999995,-0.335959,-0.340414,0.418414,0.41003900000000004,0.15,0.15,0.0626419,0.0626419,0.0732379,0.0732379,0.235442,0.23701999999999998,0.239542,0.24726399999999998,0.25471900000000003,0.27005300000000004,0.273957,0.235442,0.239542,0.243455,0.24726399999999998,0.25471900000000003,0.27005300000000004,0.273957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.34721799999999997,-0.341334,-0.341334,-0.340414,-0.335959,-0.265445,-0.26242600000000005,-0.34721799999999997,-0.341334,-0.341334,-0.340414,-0.335959,-0.265445,-0.253298,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.38783,0.391033,0.40478400000000003,0.00376667,0.385403,0.38783,0.389781,0.39228,0.417167,0.42295299999999997,0.453031,0.41212200000000004,0.418965,0.404647,0.00370642,0.385403,0.38783,0.389704,0.393471,0.41212200000000004,0.41856099999999996,0.473746,0.385342,0.388545,0.394563,0.00291408,0.364717,0.382915,0.385342,0.391552,0.394613,0.400841,0.42397799999999997,0.393912,0.40075500000000003,0.393806,0.00329228,0.364717,0.376594,0.383608,0.390254,0.396044,0.401077,0.45407,0.13861300000000001,0.13861300000000001,0.0993244,0.007369499999999999,0.0354445,0.0365932,0.0531471,0.13861300000000001,0.13861400000000001,0.13861400000000001,0.13861400000000001,0.0531472,0.0531471,0.09032899999999999,0.00741705,0.0354445,0.0363671,0.05312000000000001,0.053150800000000005,0.13861400000000001,0.13861400000000001,0.13861400000000001,0.250602,0.250602,0.284456,0.00691653,0.250602,0.250602,0.250602,0.250603,0.298887,0.353016,0.353043,0.353043,0.353043,0.293243,0.00721281,0.250602,0.250602,0.250603,0.295104,0.353015,0.353016,0.353043,-9999,-9999,4,4,6.4,6.4,6.5,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0
